Chr Peak_pos -log10(FDR-adjusted-pvalue)_Coverage_Genotype -log10(FDR-adjusted-pvalue)_Coverage_Tissue -log10(FDR-adjusted-pvalue)_Coverage_Interaction Feautre_type Gene
chr2L 19949225 0.374367 18.5356 1.61988 intron COX4
chr2L 19949586 0.242867 19.5486 1.5041 intron COX4
chr2L 19952138 0.541032 16.4669 0.484295 intron COX4
chr2L 19953432 0.673069 16.8858 0.487685 intron COX4
chr2L 19953697 0.245244 15.9462 1.68191 intron COX4
chr2L 19953961 0.150954 15.3908 0.979678 intron COX4
chr2L 19958822 0.32777 12.5323 1.98784 intron COX4
chr2L 19962118 0.161096 11.3199 1.96112 promoter-TSS COX4
chr2L 19974223 0.234772 12.247 0.0667368 promoter-TSS CG13965
chr2L 19979195 0.665432 13.6868 0.156477 intron lncRNA:CR43620
chr2L 19980843 0.00136804 17.6886 1.28744 non-coding lncRNA:CR43620
chr2L 19983232 3.59645 11.5123 2.36511 intron lncRNA:CR43620
chr2L 19984395 2.95447 13.2028 3.1668 intron lncRNA:CR43620
chr2L 19985938 3.99592 12.4711 1.07016 intron lncRNA:CR43620
chr2L 19987581 0.299731 20.3724 1.976 intron lncRNA:CR43620
chr2L 19988906 0.709418 18.3043 1.35089 intron lncRNA:CR43620
chr2L 19989109 0.416361 18.2985 1.79868 intron lncRNA:CR43620
chr2L 19989566 0.180418 17.3713 1.81068 intron lncRNA:CR43620
chr2L 19990021 9.53309 13.937 2.52272 intron lncRNA:CR43620
chr2L 19991690 0.345313 6.6712 0.667403 intron lncRNA:CR44908
chr2L 19991960 0.51349 1.93412 1.03311 intron lncRNA:CR44908
chr2L 19993664 0.815427 15.5269 0.230384 intron lncRNA:CR44908
chr2L 19994868 0.486887 10.8457 1.23525 intron lncRNA:CR44908
chr2L 19995736 0.722026 12.4476 1.2212 intron lncRNA:CR44908
chr2L 19996968 0.169587 14.3649 0.920381 intron lncRNA:CR44908
chr2L 19997280 0.495063 13.3096 0.857547 intron lncRNA:CR44908
chr2L 20000388 0.304063 15.2399 1.06215 intron lncRNA:CR44908
chr2L 20002260 1.43038 18.8993 0.76648 promoter-TSS lncRNA:CR44908
chr2L 20003613 0.682734 3.65589 0.15425 intron lncRNA:CR44908
chr2L 20003855 0.155715 2.30846 1.4085 intron lncRNA:CR44908
chr2L 20004520 0.595718 6.45067 1.09995 intron lncRNA:CR44908
chr2L 20004995 1.19642 8.84868 0.807934 intron lncRNA:CR44908
chr2L 20010066 3.01784 1.80273 1.98193 intron lncRNA:CR44908
chr2L 20011477 0.645923 12.2601 0.28213 intron CG43861
chr2L 20017472 0.668703 9.00353 3.53018 intron CG43861
chr2L 20020354 0.070629 16.0178 2.82812 promoter-TSS CG43861
chr2L 20024443 0.501932 12.666 3.87078 Intergenic CG43861
chr2L 20027587 0.477211 17.1177 1.73055 TTS AANATL3
chr2L 20039957 0.869911 18.4094 0.462502 promoter-TSS sNPF
chr2L 20053054 0.849594 16.4448 1.31702 intron sNPF
chr2L 20057639 0.334644 13.4142 0.0350848 intron barr
chr2L 20061289 0.475258 11.7901 0.923227 TTS barr
chr2L 20066286 3.02937 7.87343 2.06711 promoter-TSS barr
chr2L 20068273 0.017766 15.2855 2.00413 promoter-TSS bwa
chr2L 20069390 0.26502 14.5903 1.49958 TTS asRNA:CR44907
chr2L 20075540 1.10649 3.12459 0.425251 promoter-TSS asRNA:CR44907
chr2L 20078940 1.54586 15.0469 1.11426 promoter-TSS pr
chr2L 20079200 2.75981 14.7285 0.834897 TTS fok
chr2L 20082962 0.244763 13.4831 2.41274 TTS fok
chr2L 20083942 1.20833 16.6579 0.599832 exon fok
chr2L 20085096 0.203257 5.28522 1.81115 intron fok
chr2L 20086304 0.395078 7.59059 1.43449 promoter-TSS fok
chr2L 20091366 2.01802 7.37596 1.41714 intron fok
chr2L 20094015 0.918408 5.0213 1.33717 promoter-TSS CG10747
chr2L 20097403 0.828127 7.68874 2.55286 promoter-TSS nesd
chr2L 20097774 1.61619 7.4681 2.98873 promoter-TSS mRpS18B
chr2L 20104773 4.43614 6.90588 9.46582 promoter-TSS Kua
chr2L 20106832 7.05008 2.33117 11.0026 promoter-TSS CG13970
chr2L 20115241 0.254315 14.3196 1.10968 Intergenic CG13970
chr2L 20115915 2.4597 11.0573 5.36867 Intergenic CG13970
chr2L 20117246 4.11306 12.5166 1.37488 Intergenic CG13970
chr2L 20118137 0.475895 16.0314 5.77922 Intergenic CG13970
chr2L 20121086 0.0272147 0.181305 4.78864 Intergenic CG13970
chr2L 20125626 0.323959 17.281 1.24761 Intergenic CG10651
chr2L 20137807 0.656584 16.8748 0.589552 Intergenic CG10651
chr2L 20146070 0.2563 17.5515 0.992168 Intergenic CG10651
chr2L 20148608 1.63548 6.02113 1.53354 Intergenic CG10651
chr2L 20150776 1.71958 5.53896 0.678492 Intergenic CG10651
chr2L 20152428 1.69682 11.5577 2.4231 Intergenic CG10651
chr2L 20159701 10.2271 2.02186 3.039 Intergenic CG10651
chr2L 20160194 10.2218 4.31333 1.75321 Intergenic CG10651
chr2L 20163055 10.5224 1.40526 2.17896 Intergenic CG10651
chr2L 20165811 6.07707 17.5629 0.428357 Intergenic CG10651
chr2L 20170185 9.37518 16.5079 0.316194 Intergenic CG10651
chr2L 20175201 6.78223 14.9547 2.75277 Intergenic CG10651
chr2L 20175575 7.29879 13.8849 2.05762 Intergenic CG10651
chr2L 20201313 0.493751 13.097 2.39824 Intergenic CG10651
chr2L 20205118 1.31826 15.7626 4.98283 Intergenic lncRNA:CR40341
chr2L 20213663 10.3302 2.20106 12.8133 Intergenic lncRNA:CR40341
chr2L 20215808 4.23825 9.16481 1.60832 Intergenic lncRNA:CR40341
chr2L 20217542 2.87741 8.45164 3.98663 Intergenic lncRNA:CR40341
chr2L 20223006 7.00398 1.01547 2.37811 Intergenic lncRNA:CR40341
chr2L 20223534 1.7977 8.84386 4.72828 Intergenic lncRNA:CR40341
chr2L 20226121 0.317864 15.2695 2.3887 Intergenic lncRNA:CR40341
chr2L 20227725 0.764008 13.8 3.8827 Intergenic lncRNA:CR40341
chr2L 20230036 0.839898 10.0985 3.92358 Intergenic lncRNA:CR40341
chr2L 20238717 0.998244 6.65911 1.32112 Intergenic lncRNA:CR40341
chr2L 20242879 0.35113 7.4234 10.5462 Intergenic lncRNA:CR40341
chr2L 20250868 0.0475426 13.0985 1.50032 Intergenic lncRNA:CR40341
chr2L 20267386 0.61703 16.8529 1.36362 Intergenic lncRNA:CR40172
chr2L 20273252 11.1225 1.63641 2.49363 Intergenic CG17570
chr2L 20273976 11.1567 5.53572 1.18148 Intergenic CG17570
chr2L 20279358 3.33364 0.779738 2.70287 Intergenic CG17570
chr2L 20281525 7.03709 9.70835 2.93577 Intergenic CG17570
chr2L 20282090 7.03285 12.4632 1.92946 Intergenic CG12617
chr2L 20282503 6.47502 6.76615 5.6711 Intergenic CG12617
chr2L 20287636 1.13053 9.40975 0.870417 Intergenic CG12617
chr2L 20290897 2.67234 12.4956 1.59924 Intergenic CG12617
chr2L 20294110 0.709418 1.08948 0.765329 Intergenic CG12617
chr2L 20296945 0.30975 18.4843 1.28081 promoter-TSS CG12617
chr2L 20311047 6.18937 5.41418 1.65888 non-coding lncRNA:CR43414
chr2L 20313118 1.25162 9.68987 0.464458 promoter-TSS spir
chr2L 20314908 0.179988 19.6202 1.73649 intron spir
chr2L 20316407 0.369031 14.4898 2.02083 intron lncRNA:CR43606
chr2L 20317901 0.796441 15.9517 0.318692 non-coding lncRNA:CR43606
chr2L 20320484 0.094098 8.35486 2.07933 promoter-TSS lncRNA:CR43606
chr2L 20321509 0.142683 15.9594 2.58932 intron lncRNA:CR43606
chr2L 20323128 0.997597 15.0486 0.717162 intron lncRNA:CR43606
chr2L 20324135 0.889196 12.044 0.541288 intron lncRNA:CR43606
chr2L 20326148 0.121995 14.111 0.853004 intron lncRNA:CR43606
chr2L 20326541 0.235465 9.49101 1.02312 intron lncRNA:CR43606
chr2L 20328962 0.0780003 8.59961 2.05395 intron lncRNA:CR43606
chr2L 20330439 0.697971 15.3865 0.761729 intron lncRNA:CR43606
chr2L 20333307 1.19163 3.01152 0.744485 intron spir
chr2L 20333533 0.447011 5.33717 0.963093 intron spir
chr2L 20341279 0.800841 5.88941 0.827358 intron spir
chr2L 20341520 0.526641 5.69741 0.492324 promoter-TSS spir
chr2L 20341960 0.169752 20.9083 0.570353 promoter-TSS spir
chr2L 20350232 0.300031 9.03627 0.930684 5'-UTR
chr2L 20352621 5.37869 14.8061 0.0336313 promoter-TSS RtGEF
chr2L 20365647 0.48663 2.93312 5.86876 promoter-TSS snoRNA:Me28S-A3365
chr2L 20368434 0.484052 13.495 0.759236 TTS-Ugt37A1
chr2L 20371433 0.462866 10.815 0.0721078 Intergenic-Ugt37A1
chr2L 20376330 5.1709 14.1131 0.528795 TTS-Ugt37A1
chr2L 20379769 0.565091 16.7266 0.188077 TTS-Ugt37A1
chr2L 20382163 1.33386 10.4786 1.46512 intron CG16798
chr2L 20382444 0.418173 11.5177 1.4073 5'-UTR
chr2L 20384221 0.454572 13.9969 0.426523 promoter-TSS CG16798
chr2L 20385443 0.576661 10.1013 2.71774 Intergenic CG16798
chr2L 20393139 0.383395 20.7196 0.39123 TTS CG16798
chr2L 20393721 0.300326 20.0057 0.796484 intron CG10947
chr2L 20396550 0.0770006 16.7472 0.828976 intron CG10947
chr2L 20399478 1.7733 18.5842 0.93044 intron CG10947
chr2L 20401024 0.144909 18.9968 0.859975 promoter-TSS CG10947
chr2L 20415191 0.37533 1.06352 2.34317 intron CG10947
chr2L 20417234 1.54931 10.7509 1.03612 promoter-TSS CG10947
chr2L 20423309 0.514617 8.47609 0.153702 promoter-TSS Arpc2
chr2L 20426368 0.499661 21.056 0.829348 TTS CG15130
chr2L 20427586 1.93184 2.62997 1.11872 5'-UTR
chr2L 20429109 1.40475 18.6761 0.393596 intron CG31688
chr2L 20434073 1.55215 9.98683 6.44831 promoter-TSS CG31688
chr2L 20435183 1.60334 9.89981 4.06809 intron lncRNA:CR43607
chr2L 20438690 1.15491 20.0514 0.169244 intron lncRNA:CR43607
chr2L 20447144 6.40819 14.7794 0.487331 promoter-TSS lncRNA:CR43607
chr2L 20450024 8.66522 9.40003 1.30731 TTS CG18858
chr2L 20459140 7.86619 8.54262 1.03699 promoter-TSS CG31683
chr2L 20463433 2.29865 11.3775 10.5368 promoter-TSS.2 CG31683
chr2L 20464523 0.0791449 4.08256 5.20364 promoter-TSS CG2493
chr2L 20477179 0.0045901 11.846 0.320544 TTS CG2493
chr2L 20478983 0.0235119 17.4173 0.657141 non-coding lncRNA:CR43234
chr2L 20479849 0.265789 19.1025 0.154915 promoter-TSS lncRNA:CR43234
chr2L 20486508 0.353986 5.83573 0.790694 promoter-TSS lncRNA:CR43234
chr2L 20487178 0.068294 4.47458 4.60709 promoter-TSS lncRNA:CR45361
chr2L 20488104 0.0684507 7.80937 2.42561 promoter-TSS mir-1
chr2L 20488428 0.816267 12.4193 0.415316 TTS lncRNA:CR45360
chr2L 20493517 0.0482808 10.4055 5.85502 promoter-TSS lncRNA:CR45360
chr2L 20494792 0.893892 7.26847 11.3155 Intergenic CG34007
chr2L 20496267 0.700975 6.27104 2.0372 promoter-TSS CG34007
chr2L 20504315 0.188405 12.147 0.772322 TTS CG34007
chr2L 20509683 0.573527 19.3922 0.194504 Intergenic CG34007
chr2L 20509997 1.23518 19.5039 0.103071 Intergenic lncRNA:CR45702
chr2L 20529434 0.0553859 19.5338 0.897243 Intergenic lncRNA:CR45702
chr2L 20529721 0.00203195 18.989 0.769109 Intergenic CG44270
chr2L 20535133 0.093259 16.4597 0.636249 Intergenic CG44270
chr2L 20535778 0.180776 17.6755 0.429368 Intergenic CG44270
chr2L 20536782 0.152829 10.6016 1.48642 Intergenic lncRNA:CR45707
chr2L 20549850 0.231196 17.6819 1.11594 Intergenic lncRNA:CR45707
chr2L 20562054 0.460382 18.6068 1.29483 Intergenic lncRNA:TS1
chr2L 20569841 0.62507 18.0524 0.509168 promoter-TSS lncRNA:CR45347
chr2L 20585834 0.0247972 15.5333 1.16383 intron mir-4973
chr2L 20587598 0.0354095 19.0736 0.300852 intron CG31677
chr2L 20591893 0.219344 20.1273 0.259182 intron CG31677
chr2L 20600650 0.0157953 16.5022 0.684408 intron CG31677
chr2L 20603778 0.137169 13.8972 1.14604 intron CG31677
chr2L 20605223 0.206908 17.8126 0.360643 exon CG31677
chr2L 20606251 0.434182 16.919 0.181216 intron CG31677
chr2L 20606709 0.571822 15.9715 0.975023 TTS lncRNA:CR43608
chr2L 20612134 0.0829509 16.6109 0.572388 TTS lncRNA:CR43608
chr2L 20625870 0.335672 15.5824 0.524745 intron CG15475
chr2L 20636804 9.89382 5.492 15.8294 non-coding lncRNA:CR44909
chr2L 20638510 14.3356 8.13779 10.2312 Intergenic CG17472
chr2L 20645632 6.28624 8.56521 1.03016 Intergenic CG31680
chr2L 20647609 0.730963 1.0967 2.13161 promoter-TSS phr6-4
chr2L 20648163 3.77714 5.67879 0.67104 promoter-TSS-Uhg3
chr2L 20650150 0.845229 10.376 0.900547 promoter-TSS.2 snoRNA:Me28S-C2645c
chr2L 20656298 1.18955 1.53224 0.676119 promoter-TSS CG2611
chr2L 20666127 0.0493238 3.73624 1.3043 promoter-TSS brun
chr2L 20666362 0.448445 2.43465 2.23182 non-coding lncRNA:CR45004
chr2L 20670125 0.624282 11.6048 1.47576 non-coding lncRNA:CR45004
chr2L 20674090 0.814581 16.604 1.1335 intron CG31678
chr2L 20674747 0.464029 12.6285 1.85693 intron CG31678
chr2L 20676090 0.521301 2.02099 1.26931 intron CG31678
chr2L 20682045 0.319224 1.98825 1.0729 promoter-TSS IKKepsilon
chr2L 20690496 0.355321 7.63994 1.97427 promoter-TSS Cen
chr2L 20695259 0.5045 15.2385 2.84887 intron CG2617
chr2L 20700708 5.10104 9.36363 13.6283 intron CG2617
chr2L 20701102 0.302664 16.1772 5.01128 intron lncRNA:CR44187
chr2L 20705219 0.189492 14.2353 8.46636 intron lncRNA:CR44187
chr2L 20706066 0.121316 20.14 0.877308 intron lncRNA:CR44187
chr2L 20706842 1.47035 14.4754 0.469865 intron lncRNA:CR44187
chr2L 20708465 0.856871 13.8851 0.525177 intron lncRNA:CR44187
chr2L 20714500 0.760795 18.744 3.20455 intron lncRNA:CR44187
chr2L 20714707 0.523924 16.0328 5.13755 promoter-TSS Hr38
chr2L 20716282 1.22886 18.0208 1.96629 promoter-TSS Hr38
chr2L 20720272 0.962389 17.9877 2.14347 Intergenic Hr38
chr2L 20734412 0.305914 1.00758 1.34668 Intergenic lncRNA:CR45306
chr2L 20735373 0.378761 3.32429 0.799099 promoter-TSS TM9SF2
chr2L 20746978 6.93834 8.27367 3.85328 exonKet 
chr2L 20750536 0.317239 5.60885 0.567942 intron Amacr
chr2L 20752388 1.56851 4.75743 0.799958 TTS Amacr
chr2L 20757996 0.236993 11.0781 1.72844 promoter-TSS Amacr
chr2L 20758300 0.617675 19.1687 0.85808 promoter-TSS Rhau
chr2L 20760485 0.72309 17.877 0.981867 promoter-TSS dia
chr2L 20762104 0.641537 18.6944 1.38031 intron dia
chr2L 20768124 0.196056 10.851 0.783985 TTS dia
chr2L 20768678 1.01764 10.4884 1.46549 TTS cad
chr2L 20770570 0.0701519 2.67298 1.14642 TTS cad
chr2L 20777260 0.241154 16.5819 0.0940182 promoter-TSS cad
chr2L 20783261 0.305606 13.0482 0.951789 intron cad
chr2L 20787731 0.971816 1.22775 0.49256 TTS Pomp
chr2L 20794007 0.730544 16.0092 1.53572 promoter-TSS Pomp
chr2L 20794464 0.360507 15.3947 7.63253 promoter-TSS vari
chr2L 20797481 0.513778 6.29734 2.80091 promoter-TSS vari
chr2L 20797840 0.456491 12.8869 0.773598 promoter-TSS CG9328
chr2L 20800555 1.42194 16.1914 2.14162 promoter-TSS CG9328
chr2L 20802564 1.26212 19.1874 1.8544 intron CG9328
chr2L 20803882 6.03599 12.305 1.16253 intron CG9328
chr2L 20804092 3.81971 12.1694 2.67882 intron CG9328
chr2L 20806087 8.47168 14.9164 2.42996 intron CG9328
chr2L 20808415 3.00757 20.5506 0.98961 intron CG9328
chr2L 20808960 0.763087 19.3217 1.72649 intron CG9328
chr2L 20809481 0.49771 20.6058 0.999031 intron CG9328
chr2L 20809962 0.59464 18.5051 1.05798 promoter-TSS CG9328
chr2L 20811185 1.31686 11.6877 2.41194 promoter-TSS CG9328
chr2L 20812607 1.92818 9.60663 1.07166 intron CG9328
chr2L 20815324 0.467232 2.2659 0.347543 intron CG9328
chr2L 20821894 0.340651 8.84204 2.40516 TTS CG33322
chr2L 20822254 0.270275 10.0438 2.97686 promoter-TSS CG9331
chr2L 20822560 0.263803 9.96049 2.67551 promoter-TSS CG9331
chr2L 20822945 1.06789 11.7429 0.78047 promoter-TSS CG9331
chr2L 20823370 0.970895 10.4405 1.72783 promoter-TSS CG9331
chr2L 20823778 2.53225 12.1521 1.50291 promoter-TSS CG9331
chr2L 20825463 1.64031 17.342 3.27536 promoter-TSS CG9331
chr2L 20829937 0.802848 4.31231 16.4247 promoter-TSS CG9331
chr2L 20831093 0.939729 13.3076 2.9148 exon CG31673
chr2L 20835678 2.37112 9.20361 4.83764 promoter-TSS CG31674
chr2L 20836093 3.7193 7.97923 7.19651 TTS Oseg5
chr2L 20840675 1.19681 6.99749 5.4094 promoter-TSS Oseg5
chr2L 20844266 0.930528 9.07936 1.60097 promoter-TSS CG31676
chr2L 20851925 0.94114 6.41537 4.47181 intron CG31676
chr2L 20852191 1.2286 6.23719 7.62689 promoter-TSS twit
chr2L 20858822 0.796463 11.6383 3.23761 promoter-TSS twit
chr2L 20864943 0.601837 12.8521 7.00309 promoter-TSS CG9336
chr2L 20869287 0.37977 11.2007 1.31801 promoter-TSS CG9338
chr2L 20870023 0.0264783 13.7735 2.43456 promoter-TSS CG14401
chr2L 20870427 0.00145549 13.1288 2.93206 TTS CG14401
chr2L 20874780 0.992892 10.344 0.324249 TTS CG14401
chr2L 20877789 0.526132 14.6556 0.395492 non-coding asRNA:CR44981
chr2L 20878252 1.23568 15.2525 0.484842 intron asRNA:CR44981
chr2L 20878788 0.711559 14.6082 0.745306 intron asRNA:CR44981
chr2L 20879842 0.220028 13.8516 1.92418 intron asRNA:CR44981
chr2L 20883925 0.940232 13.4653 0.68962 intron asRNA:CR44981
chr2L 20884142 0.495009 9.77182 1.91343 intron sky
chr2L 20885539 0.319933 14.0931 0.77425 intron sky
chr2L 20886060 0.00863416 12.6249 2.66221 5'-UTR
chr2L 20888078 0.702295 8.46695 2.09392 promoter-TSS sky
chr2L 20889127 0.692262 10.0903 2.50522 intron sky
chr2L 20889484 0.460649 4.28258 2.60867 intron sky
chr2L 20890644 0.287203 9.20444 1.70896 intron sky
chr2L 20891184 0.918594 8.12082 2.29359 promoter-TSS sky
chr2L 20892607 2.66843 0.511299 2.2653 promoter-TSS sky
chr2L 20893067 2.36311 1.43616 2.16532 intron sky
chr2L 20893539 4.5495 10.5531 1.84768 intron sky
chr2L 20894228 3.51131 8.04947 1.17363 intron sky
chr2L 20894695 2.20369 3.46396 5.0562 intron sky
chr2L 20895548 2.03959 4.2631 0.680168 intron sky
chr2L 20895900 3.35768 7.62846 0.379212 intron sky
chr2L 20896258 1.86409 7.71744 1.55818 intron sky
chr2L 20897020 0.00683507 13.5969 1.19576 intron sky
chr2L 20898480 0.124378 14.6745 0.330606 intron sky
chr2L 20903222 1.55234 17.8218 0.242276 intron sky
chr2L 20905191 0.155175 8.6168 13.5276 5'-UTR
chr2L 20907402 8.36952 15.4126 4.59782 intron sky
chr2L 20908246 0.484007 3.78923 15.2209 intron sky
chr2L 20908530 0.195557 1.46435 18.0276 intron sky
chr2L 20908897 1.57862 8.39099 8.0721 intron sky
chr2L 20909517 0.369123 9.59125 11.5499 intron sky
chr2L 20911427 0.307425 11.9632 5.04931 intron sky
chr2L 20912934 0.819608 5.55869 10.295 intron sky
chr2L 20913849 0.578543 5.41675 9.7171 intron sky
chr2L 20915452 0.540925 14.9889 1.89759 intron sky
chr2L 20917889 1.28557 11.0078 6.29589 intron sky
chr2L 20918172 0.863033 8.0765 3.54585 promoter-TSS sky
chr2L 20918659 0.428294 5.61572 1.10961 promoter-TSS sky
chr2L 20922771 0.976309 0.88769 1.96136 TTS sky
chr2L 20926073 0.310498 2.3182 10.5756 5'-UTR
chr2L 20927747 0.063304 8.9625 1.84747 promoter-TSS RPA2
chr2L 20935724 0.435359 7.12884 1.81251 exon CG9272
chr2L 20937499 0.0790051 10.6557 2.28822 Intergenic CG9270
chr2L 20937888 0.297698 5.45163 0.927101 Intergenic CG9270
chr2L 20940362 2.0487 11.3743 4.5718 Intergenic CG9270
chr2L 20941006 0.814581 11.7559 1.03338 Intergenic CG9270
chr2L 20943062 2.29292 12.4313 0.89434 Intergenic CG9270
chr2L 20944586 0.452716 9.8516 3.0056 Intergenic lncRNA:CR44606
chr2L 20945001 0.265989 13.4312 7.50548 Intergenic lncRNA:CR44606
chr2L 20945480 0.121967 8.43914 5.66631 Intergenic lncRNA:CR44606
chr2L 20948473 1.46629 15.8426 0.0922146 Intergenic lncRNA:CR44606
chr2L 20950354 0.153232 9.09838 2.12861 promoter-TSS lncRNA:CR44606
chr2L 20950846 0.500904 10.5232 1.05613 Intergenic lncRNA:CR44606
chr2L 20951457 0.389891 12.6623 1.75077 Intergenic lncRNA:CR44606
chr2L 20952170 0.403341 11.4275 0.795602 Intergenic lncRNA:CR44606
chr2L 20953187 3.1214 13.1131 1.00994 Intergenic lncRNA:CR44606
chr2L 20953938 0.15122 8.00877 1.89386 Intergenic lncRNA:CR44606
chr2L 20955362 0.126584 15.2722 1.5866 Intergenic lncRNA:CR44606
chr2L 20956621 0.669706 18.0349 2.92463 Intergenic lncRNA:CR44606
chr2L 20956955 1.33355 19.5796 0.816738 Intergenic lncRNA:CR44606
chr2L 20957561 1.5736 13.8649 3.43245 Intergenic lncRNA:CR44606
chr2L 20957944 1.22983 8.23761 2.86934 Intergenic lncRNA:CR44606
chr2L 20958439 0.746636 5.99907 1.63184 Intergenic lncRNA:CR44606
chr2L 20960280 0.379376 0.987567 1.30485 Intergenic lncRNA:CR44606
chr2L 20960580 0.174105 0.140741 0.95583 Intergenic CG42238
chr2L 20965231 0.249394 16.0998 2.34129 Intergenic CG42238
chr2L 20967212 0.877814 11.4703 0.515997 TTS CG42238
chr2L 20967546 0.576546 11.0757 0.648676 3'-UTR
chr2L 20968171 0.0214198 15.4518 0.545019 exon CG42238
chr2L 20969020 1.09335 13.7464 0.965218 intron CG42238
chr2L 20969420 0.608628 11.3103 1.45425 promoter-TSS CG42238
chr2L 20971030 0.522173 13.7299 1.68491 promoter-TSS CG42238
chr2L 20971818 0.596811 15.4308 0.955674 intron CG42238
chr2L 20974542 0.388184 12.0553 0.478565 intron CG42238
chr2L 20975741 0.732314 17.1312 0.657865 intron CG42238
chr2L 20982355 0.452716 5.85598 0.480223 intron CG42238
chr2L 20982964 1.04536 8.53536 0.367714 intron CG42238
chr2L 20983269 0.439522 9.35854 0.833544 intron CG42238
chr2L 20983871 0.248519 10.2419 1.38735 intron CG42238
chr2L 20985616 0.344792 12.6735 1.52346 intron CG42238
chr2L 20986259 0.366791 9.3524 1.64361 intron CG42238
chr2L 20986748 0.290971 6.47355 1.35679 intron CG42238
chr2L 20987360 0.697486 4.08009 0.964871 intron CG42238
chr2L 20987717 0.862185 5.16136 1.95451 intron CG42238
chr2L 20988103 1.76924 11.1241 0.27704 intron CG42238
chr2L 20988677 0.257328 8.61633 0.95077 intron CG42238
chr2L 20989971 0.00197138 11.3455 1.76798 intron CG42238
chr2L 20990582 1.43332 7.57316 6.91446 intron CG42238
chr2L 20991487 0.931928 7.09176 0.323471 intron CG42238
chr2L 20992074 0.128175 11.8395 1.39451 intron CG42238
chr2L 20994491 1.19889 13.8053 1.1034 intron CG42238
chr2L 20994966 0.34096 11.5488 1.60143 intron CG42238
chr2L 20995470 1.18601 13.859 0.505926 intron CG42238
chr2L 20996204 0.167577 13.5837 1.57302 intron CG42238
chr2L 20997040 0.0271966 12.4283 1.37871 intron CG42238
chr2L 20998079 0.323471 13.8126 1.11741 intron CG42238
chr2L 20999168 0.426184 6.49493 1.33217 intron CG42238
chr2L 20999814 0.319224 9.96287 0.822866 intron CG42238
chr2L 21000282 1.46111 14.4938 0.384168 intron CG42238
chr2L 21000743 1.14134 13.1798 0.203293 intron CG42238
chr2L 21001153 0.561982 14.0662 0.0776119 intron CG42238
chr2L 21001527 0.553377 14.3587 0.0931159 intron CG42238
chr2L 21003707 0.132823 6.87598 2.08932 intron CG42238
chr2L 21005047 0.812246 12.0711 1.22061 intron snoRNA:Me28S-C2789
chr2L 21005609 0.482788 8.44245 2.51715 intron snoRNA:Me28S-C2789
chr2L 21006410 1.45012 8.52616 1.62687 intron snoRNA:Me28S-C2789
chr2L 21006933 3.4199 8.32859 0.696186 intron snoRNA:Me28S-C2789
chr2L 21007210 1.88216 7.88958 2.65455 intron snoRNA:Me28S-C2789
chr2L 21008958 0.533271 21.1875 0.767783 intron snoRNA:Me28S-C2789
chr2L 21009530 0.980811 21.2195 0.812877 intron snoRNA:Me28S-C2789
chr2L 21009984 0.33371 20.7114 1.07956 intron snoRNA:Me28S-C2789
chr2L 21013376 0.540545 15.1922 2.14921 intron snoRNA:Me28S-C2789
chr2L 21013649 0.54252 12.6181 1.76629 intron snoRNA:Me28S-C2789
chr2L 21015640 1.09179 14.7802 2.26299 intron snoRNA:Me28S-C2789
chr2L 21016291 0.557807 3.08741 6.16917 intron snoRNA:Me28S-C2789
chr2L 21016665 0.333541 9.15651 3.17649 intron snoRNA:Me28S-C2789
chr2L 21018387 0.40474 18.2944 1.90125 intron snoRNA:Me28S-C2789
chr2L 21019834 0.0948412 16.848 2.64348 intron snoRNA:Me28S-C2789
chr2L 21024232 1.25163 20.19 1.59413 intron snoRNA:Me28S-C2789
chr2L 21024504 0.452289 20.1413 1.14491 intron snoRNA:Me28S-C2789
